timestamp,signal_time,symbol,quantity,price,fee,slippage_cost,reason
2026-07-02 20:01:00+00:00,2026-07-02 20:00:00+00:00,AAPL,4.67,308.7452955,2.1627607949775,0.7205599849999499,trend_entry
2026-07-08 12:01:00+00:00,2026-07-08 12:00:00+00:00,AAPL,-3.5700000000000003,309.58513000000005,1.6578283711500004,0.5528858999998568,signal_exit
2026-07-08 12:02:00+00:00,2026-07-08 12:00:00+00:00,AAPL,-1.1,309.44619950000003,0.5105862291750001,0.1702805499999613,signal_exit
2026-07-10 20:01:00+00:00,2026-07-10 20:00:00+00:00,SPY,2.64,755.427525,2.9914929989999997,0.9966659999999775,trend_entry
2026-07-15 20:01:00+00:00,2026-07-15 20:00:00+00:00,AAPL,5.95,327.7648005,2.9253008444625,0.9746129749998772,trend_entry
2026-07-17 04:01:00+00:00,2026-07-17 04:00:00+00:00,SPY,-1.81,745.24719,2.0233461208500003,0.674786099999925,signal_exit
2026-07-17 04:02:00+00:00,2026-07-17 04:00:00+00:00,SPY,-0.8300000000000001,745.26718,0.9278576391000002,0.30944059999994467,signal_exit
2026-07-20 15:13:00+00:00,2026-07-20 15:12:00+00:00,AAPL,-5.95,324.9224575,2.8999329331875,0.9671278749998351,trailing_stop
2026-07-31 04:01:00+00:00,2026-07-31 04:00:00+00:00,QQQ,2.88,689.5446000000001,2.9788326720000002,0.9924480000000403,trend_entry
2026-07-31 08:01:00+00:00,2026-07-31 08:00:00+00:00,SPY,2.66,745.978803,2.97645542397,0.9916559799999368,trend_entry
2026-08-05 20:01:00+00:00,2026-08-05 20:00:00+00:00,QQQ,-2.88,716.191725,3.093948252,1.031831999999813,signal_exit
2026-08-06 16:01:00+00:00,2026-08-06 16:00:00+00:00,SPY,-2.66,767.5660250000001,3.0625884397500007,1.0213734999999042,signal_exit
