timestamp,symbol,target,reason
2026-07-01 20:00:00+00:00,AAPL,6.16,trend_entry
2026-07-01 20:00:00+00:00,TSLA,2.48,trend_entry
2026-07-02 13:41:00+00:00,TSLA,0.0,trailing_stop
2026-07-08 12:00:00+00:00,AAPL,0.0,signal_exit
2026-07-10 20:00:00+00:00,SPY,2.66,trend_entry
2026-07-11 00:00:00+00:00,QQQ,2.7600000000000002,trend_entry
2026-07-11 00:31:00+00:00,QQQ,0.0,buy_expired
2026-07-15 20:00:00+00:00,AAPL,5.99,trend_entry
2026-07-17 04:00:00+00:00,SPY,0.0,signal_exit
2026-07-20 15:12:00+00:00,AAPL,0.0,trailing_stop
2026-07-24 20:00:00+00:00,AAPL,5.54,trend_entry
2026-07-30 12:00:00+00:00,AAPL,0.0,signal_exit
2026-07-31 04:00:00+00:00,QQQ,2.9,trend_entry
2026-07-31 08:00:00+00:00,SPY,2.68,trend_entry
2026-07-31 08:00:00+00:00,TSLA,4.82,trend_entry
2026-07-31 14:04:00+00:00,TSLA,0.0,trailing_stop
2026-08-05 20:00:00+00:00,QQQ,0.0,signal_exit
2026-08-06 16:00:00+00:00,SPY,0.0,signal_exit
2026-08-13 20:00:00+00:00,QQQ,2.75,trend_entry
2026-08-13 20:00:00+00:00,SPY,2.58,trend_entry
2026-08-14 00:00:00+00:00,TSLA,5.14,trend_entry
2026-08-14 15:23:00+00:00,TSLA,0.0,trailing_stop
2026-08-19 20:00:00+00:00,AAPL,6.28,trend_entry
2026-08-19 20:00:00+00:00,TSLA,4.22,trend_entry
2026-08-19 20:31:00+00:00,AAPL,3.69,buy_expired
2026-08-20 12:00:00+00:00,QQQ,0.0,signal_exit
2026-08-20 12:00:00+00:00,SPY,0.0,signal_exit
2026-08-21 13:51:00+00:00,AAPL,0.0,trailing_stop
2026-08-24 13:39:00+00:00,TSLA,0.0,trailing_stop
2026-08-27 04:00:00+00:00,QQQ,2.7600000000000002,trend_entry
2026-08-27 04:00:00+00:00,SPY,2.57,trend_entry
2026-08-28 16:00:00+00:00,AAPL,6.15,trend_entry
2026-08-28 20:00:00+00:00,QQQ,0.0,signal_exit
2026-09-03 20:00:00+00:00,TSLA,2.71,trend_entry
2026-09-04 08:00:00+00:00,QQQ,2.74,trend_entry
2026-09-04 12:57:00+00:00,TSLA,0.0,trailing_stop
2026-09-04 16:00:00+00:00,AAPL,0.0,signal_exit
2026-09-10 12:00:00+00:00,QQQ,0.0,signal_exit
2026-09-10 16:00:00+00:00,SPY,0.0,signal_exit
2026-09-11 00:00:00+00:00,AAPL,5.99,trend_entry
2026-09-16 00:00:00+00:00,AAPL,0.0,planned_end_exit
