timestamp,signal_time,symbol,quantity,price,fee,slippage_cost,reason
2026-07-01 16:01:00+00:00,2026-07-01 16:00:00+00:00,SPY,2.67,748.989768,1.9998026805599998,0.3998805599999855,trend_entry
2026-07-01 16:01:00+00:00,2026-07-01 16:00:00+00:00,AAPL,6.01,295.33905599999997,1.77498772656,0.3549265599999893,trend_entry
2026-07-01 16:01:00+00:00,2026-07-01 16:00:00+00:00,TSLA,2.45,428.765736,1.0504760532,0.21005319999999303,trend_entry
2026-07-02 13:42:00+00:00,2026-07-02 13:41:00+00:00,TSLA,-2.45,415.546874,1.0180898413000001,0.20365869999998268,trailing_stop
2026-07-08 12:01:00+00:00,2026-07-08 12:00:00+00:00,SPY,-2.67,741.7346234,1.980431444478,0.3961655220000159,signal_exit
2026-07-10 16:01:00+00:00,2026-07-10 16:00:00+00:00,SPY,2.66,753.305631,2.00379297846,0.4006784599999355,trend_entry
2026-07-10 20:02:00+00:00,2026-07-10 20:00:00+00:00,QQQ,2.77,726.0831876,2.0112504296519997,0.40216965199996024,trend_entry
2026-07-16 20:01:00+00:00,2026-07-16 20:00:00+00:00,QQQ,-2.77,705.6548408000001,1.9546639090160003,0.391010983999854,signal_exit
2026-07-17 04:01:00+00:00,2026-07-17 04:00:00+00:00,SPY,-1.81,745.470876,1.34930228556,0.2699144400000523,signal_exit
2026-07-17 04:02:00+00:00,2026-07-17 04:00:00+00:00,SPY,-0.85,745.490872,0.6336672412,0.12675880000001596,signal_exit
2026-07-20 15:13:00+00:00,2026-07-20 15:12:00+00:00,AAPL,-6.01,325.01998299999997,1.95337009783,0.39075217000007,trailing_stop
2026-07-22 16:01:00+00:00,2026-07-22 16:00:00+00:00,SPY,2.67,749.979966,2.00244650922,0.40040921999986495,trend_entry
2026-07-23 16:01:00+00:00,2026-07-23 16:00:00+00:00,SPY,-2.67,737.512468,1.96915828956,0.3939104399998814,signal_exit
2026-07-24 16:01:00+00:00,2026-07-24 16:00:00+00:00,AAPL,5.5,333.376662,1.833571641,0.36664100000004396,trend_entry
2026-07-30 14:34:00+00:00,2026-07-30 14:33:00+00:00,AAPL,-5.5,330.18395,1.8160117249999999,0.36327500000010104,trailing_stop
2026-07-31 00:01:00+00:00,2026-07-31 00:00:00+00:00,QQQ,2.89,688.477668,1.98970046052,0.3978605199998913,trend_entry
2026-07-31 04:01:00+00:00,2026-07-31 04:00:00+00:00,SPY,2.67,744.458862,1.9877051615399999,0.39746154000002204,trend_entry
2026-07-31 04:01:00+00:00,2026-07-31 04:00:00+00:00,TSLA,5.08,311.97238200000004,1.5848197005600002,0.3169005600000696,trend_entry
2026-07-31 14:05:00+00:00,2026-07-31 14:04:00+00:00,TSLA,-5.08,303.879212,1.54370639696,0.30880304000001163,trailing_stop
2026-08-07 16:01:00+00:00,2026-08-07 16:00:00+00:00,TSLA,5.62,331.696326,1.8641333521199999,0.37275212000002056,trend_entry
2026-08-12 14:30:00+00:00,2026-08-12 14:29:00+00:00,TSLA,-5.62,325.38491,1.8286631942,0.365805799999988,trailing_stop
2026-08-13 20:01:00+00:00,2026-08-13 20:00:00+00:00,TSLA,1.07,340.508088,0.36434365416000003,0.07285415999998805,trend_entry
2026-08-13 20:02:00+00:00,2026-08-13 20:00:00+00:00,TSLA,2.71,340.148016,0.9218011233599999,0.1843233600000002,trend_entry
2026-08-13 20:03:00+00:00,2026-08-13 20:00:00+00:00,TSLA,0.4,340.0289922,0.13601159688000003,0.027196879999996783,trend_entry
2026-08-13 20:04:00+00:00,2026-08-13 20:00:00+00:00,TSLA,0.8300000000000001,340.01799,0.28221493170000006,0.05643170000000737,trend_entry
2026-08-13 20:12:00+00:00,2026-08-13 20:00:00+00:00,TSLA,0.16,339.6319128,0.05434110604800001,0.010866047999998045,trend_entry
2026-08-14 15:24:00+00:00,2026-08-14 15:23:00+00:00,TSLA,-5.17,336.5666732,1.7400497004439999,0.348079555999945,trailing_stop
2026-08-17 00:01:00+00:00,2026-08-17 00:00:00+00:00,QQQ,-2.89,731.873596,2.11511469244,0.4231075599998883,planned_end_exit
2026-08-17 00:01:00+00:00,2026-08-17 00:00:00+00:00,SPY,-2.67,776.304708,2.07273357036,0.41462964000008357,planned_end_exit
